# Date:     2025-02-15 20:36:50
# Database: ocvs
# Target:   lmc_rrlyr
# Query:    (type='RRab') 
# Objects:  29151
# Columns:
# ID	Type	RA	Decl	I	V	V_I	P_1	dP_1	T0_1	A_1	R21_1	phi21_1	R31_1	phi31_1
OGLE-LMC-RRLYR-31166	RRab	79.598535	-67.545000	18.774	19.314	0.540	0.52837340	0.00000060	6000.45731	0.716	0.473	4.115	0.359	2.050
OGLE-LMC-RRLYR-31167	RRab	79.598670	-73.467639	18.882	19.437	0.555	0.49662330	0.00000130	6000.03716	0.658	0.455	4.106	0.292	1.792
OGLE-LMC-RRLYR-31168	RRab	79.599330	-67.411250	18.631	19.223	0.592	0.60231840	0.00000110	6000.31430	0.445	0.440	4.466	0.321	2.963
OGLE-LMC-RRLYR-31169	RRab	79.600380	-65.186778	18.692	19.279	0.587	0.62156820	0.00000130	6000.09899	0.391	0.456	4.518	0.306	2.973
OGLE-LMC-RRLYR-31170	RRab	79.601955	-72.341806	18.730	19.319	0.589	0.59497860	0.00000110	6000.25307	0.461	0.517	4.657	0.325	3.120
OGLE-LMC-RRLYR-31171	RRab	79.602630	-65.948861	19.026	19.559	0.533	0.47653660	0.00000040	6000.14569	0.867	0.505	4.094	0.367	2.084
OGLE-LMC-RRLYR-31172	RRab	79.604085	-72.269028	18.917	19.400	0.483	0.46452130	0.00000060	6000.18707	0.677	0.489	4.238	0.336	2.536
OGLE-LMC-RRLYR-31173	RRab	79.604910	-62.113167	18.477	19.022	0.545	0.62047280	0.00000150	6000.50484	0.563	0.428	4.226	0.420	2.468
OGLE-LMC-RRLYR-31175	RRab	79.605795	-64.716306	18.374	18.870	0.496	0.56351640	0.00000070	6000.47822	0.636	0.484	4.137	0.382	2.325
OGLE-LMC-RRLYR-31178	RRab	79.608540	-66.229278	18.851	19.480	0.629	0.61645650	0.00000170	6000.32327	0.413	0.462	4.422	0.321	2.922
OGLE-LMC-RRLYR-31179	RRab	79.609875	-66.736361	19.256	19.736	0.480	0.43680990	0.00000050	6000.37546	0.798	0.586	4.310	0.375	2.571
OGLE-LMC-RRLYR-31180	RRab	79.614330	-67.334139	19.031	19.548	0.517	0.46850440	0.00000070	6000.38739	0.686	0.455	4.026	0.250	1.836
OGLE-LMC-RRLYR-31182	RRab	79.619250	-66.888694	18.770	19.371	0.601	0.57206930	0.00000100	6000.13031	0.693	0.453	4.110	0.317	2.202
OGLE-LMC-RRLYR-31183	RRab	79.620045	-77.210389	18.991	19.751	0.760	0.60744330	0.00000780	6000.44394	0.407	0.458	4.530	0.248	3.618
OGLE-LMC-RRLYR-31184	RRab	79.626120	-67.689167	19.082	19.656	0.574	0.53499600	0.00000120	6000.20904	0.598	0.424	4.196	0.280	2.209
OGLE-LMC-RRLYR-31186	RRab	79.630545	-73.800861	18.893	19.483	0.590	0.54051180	0.00000100	6000.13731	0.660	0.513	4.103	0.373	2.542
OGLE-LMC-RRLYR-31188	RRab	79.634205	-66.760528	18.759	19.300	0.541	0.57320790	0.00000090	6000.06770	0.541	0.457	4.293	0.374	2.485
OGLE-LMC-RRLYR-31189	RRab	79.634670	-72.029472	19.239	19.763	0.524	0.39869810	0.00000040	6000.10716	0.886	0.526	4.135	0.381	2.275
OGLE-LMC-RRLYR-31191	RRab	79.638090	-76.554861	16.971	17.574	0.603	0.62806730	0.00000270	6000.52002	0.571	0.514	4.363	0.364	2.730
OGLE-LMC-RRLYR-31193	RRab	79.642125	-67.070861	18.707	19.241	0.534	0.61570090	0.00000110	6000.21267	0.584	0.458	4.304	0.272	2.525
OGLE-LMC-RRLYR-31195	RRab	79.644165	-75.132222	18.914	19.545	0.631	0.54305990	0.00001350	6000.10138	0.613	0.397	4.306	0.336	2.315
OGLE-LMC-RRLYR-31197	RRab	79.644870	-72.114778	18.878	19.484	0.606	0.60237650	0.00000190	6000.55569	0.348	0.459	4.670	0.276	3.151
OGLE-LMC-RRLYR-31198	RRab	79.644960	-67.187861	18.646	19.200	0.554	0.54611030	0.00000100	6000.06202	0.606	0.470	4.109	0.344	2.072
OGLE-LMC-RRLYR-31199	RRab	79.645290	-67.710833	18.753	19.318	0.565	0.55588610	0.00000050	6000.54183	0.650	0.513	4.250	0.369	2.435
OGLE-LMC-RRLYR-31200	RRab	79.648080	-67.461333	19.005	19.624	0.619	0.51364170	0.00000050	6000.49709	0.807	0.461	4.102	0.379	2.098
OGLE-LMC-RRLYR-31202	RRab	79.650285	-54.674472	16.094	16.620	0.526	0.52719550	0.00000960	6000.20711	0.473	0.381	4.479	0.286	2.653
OGLE-LMC-RRLYR-31203	RRab	79.652745	-65.469694	18.730	19.331	0.601	0.63658590	0.00000330	6000.20485	0.212	0.309	4.784	0.000	-99.99
OGLE-LMC-RRLYR-31204	RRab	79.653285	-66.785694	18.810	19.440	0.630	0.58417510	0.00000110	6000.03478	0.546	0.450	4.366	0.339	2.608
OGLE-LMC-RRLYR-31206	RRab	79.658085	-66.575667	19.177	19.844	0.667	0.51902500	0.00000150	6000.07632	0.426	0.446	4.712	0.266	3.331
OGLE-LMC-RRLYR-31207	RRab	79.660215	-52.002750	14.658	15.139	0.481	0.54179480	0.00000580	6000.28955	0.685	0.423	4.252	0.357	2.344
OGLE-LMC-RRLYR-31209	RRab	79.667250	-64.518111	18.742	19.242	0.500	0.54133130	0.00000330	6000.44062	0.515	0.364	4.010	0.117	1.431
OGLE-LMC-RRLYR-31210	RRab	79.667295	-73.777333	18.878	19.555	0.677	0.61071550	0.00000270	6000.54779	0.372	0.347	4.554	0.267	3.173
OGLE-LMC-RRLYR-31211	RRab	79.670880	-72.362417	19.073	19.623	0.550	0.50748690	0.00000080	6000.18469	0.530	0.496	4.531	0.293	3.076
OGLE-LMC-RRLYR-31212	RRab	79.675380	-63.263250	18.707	19.291	0.584	0.65464850	0.00000660	6000.28461	0.116	0.000	-99.99	0.000	-99.99
OGLE-LMC-RRLYR-31213	RRab	79.677660	-62.410639	18.679	19.257	0.578	0.51198490	0.00000040	6000.47908	0.790	0.519	4.127	0.391	2.047
OGLE-LMC-RRLYR-31214	RRab	79.678245	-63.015139	18.738	19.279	0.541	0.54387160	0.00000290	6000.37528	0.487	0.463	4.316	0.263	2.525
OGLE-LMC-RRLYR-31215	RRab	79.678830	-66.321583	18.592	19.099	0.507	0.56481300	0.00000130	6000.36055	0.507	0.397	4.094	0.197	1.912
OGLE-LMC-RRLYR-31219	RRab	79.685295	-66.116611	18.651	19.203	0.552	0.52298990	0.00000040	6000.02712	0.750	0.456	4.186	0.373	2.213
OGLE-LMC-RRLYR-31220	RRab	79.685505	-72.572056	18.706	19.313	0.607	0.61106550	0.00000120	6000.08935	0.414	0.476	4.491	0.314	2.971
OGLE-LMC-RRLYR-31221	RRab	79.687620	-67.593139	18.653	19.223	0.570	0.64574460	0.00000080	6000.33247	0.693	0.513	4.355	0.364	2.584
OGLE-LMC-RRLYR-31222	RRab	79.687710	-63.229389	18.766	19.313	0.547	0.60259200	0.00000190	6000.23278	0.421	0.499	4.656	0.331	3.366
OGLE-LMC-RRLYR-31225	RRab	79.690410	-64.458611	18.786	19.430	0.644	0.56604820	0.00000150	6000.12814	0.527	0.497	4.269	0.299	2.523
OGLE-LMC-RRLYR-31226	RRab	79.691880	-66.771500	18.762	19.356	0.594	0.65654730	0.00000190	6000.33160	0.484	0.459	4.497	0.310	2.971
OGLE-LMC-RRLYR-31228	RRab	79.694340	-64.629833	18.573	19.132	0.559	0.53621430	0.00000310	6000.26102	0.426	0.398	4.175	0.218	2.029
OGLE-LMC-RRLYR-31229	RRab	79.695255	-74.380361	18.660	19.385	0.725	0.71035690	0.00000340	6000.15094	0.467	0.475	4.503	0.315	2.972
OGLE-LMC-RRLYR-31230	RRab	79.695540	-65.496806	18.768	19.391	0.623	0.64548780	0.00000310	6000.03551	0.223	0.336	4.754	0.119	3.512
OGLE-LMC-RRLYR-31231	RRab	79.696785	-62.711500	18.649	19.223	0.574	0.54593300	0.00000100	6000.04490	0.689	0.410	4.223	0.279	1.941
OGLE-LMC-RRLYR-31232	RRab	79.696875	-63.071389	18.867	19.356	0.489	0.50525780	0.00000080	6000.00549	0.808	0.463	4.118	0.362	2.025
OGLE-LMC-RRLYR-31233	RRab	79.698540	-66.374000	18.666	19.227	0.561	0.58115980	0.00000150	6000.14749	0.475	0.434	4.373	0.263	2.415
OGLE-LMC-RRLYR-31234	RRab	79.699590	-65.770444	18.838	19.322	0.484	0.53613270	0.00000100	6000.00295	0.691	0.411	4.068	0.338	2.072
OGLE-LMC-RRLYR-31235	RRab	79.701375	-65.745333	18.600	19.087	0.487	0.51600790	0.00000040	6000.50933	0.784	0.468	4.159	0.358	2.146
OGLE-LMC-RRLYR-31237	RRab	79.705875	-64.931472	18.715	19.227	0.512	0.51637500	0.00000040	6000.18632	0.857	0.492	4.173	0.403	2.150
OGLE-LMC-RRLYR-31239	RRab	79.707375	-66.957556	18.790	19.391	0.601	0.56198000	0.00000200	6000.41812	0.526	0.425	4.318	0.220	2.396
OGLE-LMC-RRLYR-31240	RRab	79.710795	-73.416306	18.901	19.642	0.741	0.72203950	0.00000550	6000.11444	0.172	0.231	4.411	0.000	-99.99
OGLE-LMC-RRLYR-31241	RRab	79.712460	-64.509139	18.715	19.206	0.491	0.59652550	0.00000090	6000.37213	0.681	0.483	4.194	0.372	2.406
OGLE-LMC-RRLYR-31242	RRab	79.715880	-72.583139	18.648	19.160	0.512	0.58458070	0.00000040	6000.43923	0.824	0.466	4.193	0.365	2.322
OGLE-LMC-RRLYR-31243	RRab	79.715880	-65.863750	18.657	19.227	0.570	0.57737490	0.00000090	6000.29913	0.548	0.498	4.313	0.353	2.586
OGLE-LMC-RRLYR-31244	RRab	79.715910	-67.471250	18.784	19.426	0.642	0.60317340	0.00000090	6000.37228	0.453	0.466	4.451	0.320	2.771
OGLE-LMC-RRLYR-31246	RRab	79.718535	-64.463222	18.766	19.280	0.514	0.52319170	0.00000070	6000.51048	0.736	0.492	4.130	0.351	2.153
OGLE-LMC-RRLYR-31247	RRab	79.720965	-72.659167	18.909	19.410	0.501	0.50329710	0.00000040	6000.16993	0.825	0.484	4.062	0.389	2.066
OGLE-LMC-RRLYR-31248	RRab	79.725165	-72.961444	18.923	19.559	0.636	0.56641680	0.00000090	6000.25722	0.587	0.469	4.262	0.368	2.516
OGLE-LMC-RRLYR-31249	RRab	79.725165	-71.988833	18.813	19.361	0.548	0.51760640	0.00000300	6000.44373	0.447	0.356	3.971	0.000	-99.99
OGLE-LMC-RRLYR-31253	RRab	79.730745	-74.755556	18.890	19.539	0.649	0.59739600	0.00000330	6000.30478	0.431	0.437	4.518	0.326	2.870
OGLE-LMC-RRLYR-31254	RRab	79.731630	-67.444250	18.707	19.302	0.595	0.60576430	0.00000090	6000.21316	0.540	0.536	4.269	0.377	2.561
OGLE-LMC-RRLYR-31256	RRab	79.734960	-72.013083	18.730	19.392	0.662	0.68847710	0.00000200	6000.49624	0.397	0.416	4.640	0.285	3.032
OGLE-LMC-RRLYR-31260	RRab	79.746540	-63.719083	18.612	19.163	0.551	0.60741530	0.00000170	6000.34115	0.455	0.475	4.520	0.313	2.971
OGLE-LMC-RRLYR-31261	RRab	79.747080	-76.563806	18.856	19.553	0.697	0.59331370	0.00000640	6000.24420	0.468	0.445	4.441	0.309	2.780
OGLE-LMC-RRLYR-31268	RRab	79.754250	-64.666222	18.680	19.122	0.442	0.49348990	0.00000150	6000.37923	0.633	0.392	3.989	0.219	1.850
OGLE-LMC-RRLYR-31269	RRab	79.754790	-63.477944	18.791	19.150	0.359	0.46329190	0.00000220	6000.03370	0.880	0.480	4.148	0.413	2.028
OGLE-LMC-RRLYR-31271	RRab	79.755660	-71.232694	19.832	21.194	1.362	0.60137690	0.00000330	6000.47014	0.421	0.444	4.589	0.300	3.098
OGLE-LMC-RRLYR-31272	RRab	79.759500	-66.723889	18.997	19.722	0.725	0.59048550	0.00000170	6000.33181	0.464	0.570	4.514	0.314	3.071
OGLE-LMC-RRLYR-31273	RRab	79.761255	-68.736528	18.382	19.042	0.660	0.56643360	0.00000210	6000.24861	0.541	0.592	4.266	0.375	2.560
OGLE-LMC-RRLYR-31274	RRab	79.762830	-68.738139	18.502	19.071	0.569	0.65569050	0.00000140	6000.26460	0.578	0.464	4.416	0.323	2.537
OGLE-LMC-RRLYR-31275	RRab	79.763250	-72.312611	18.762	19.409	0.647	0.64123540	0.00000360	6000.19335	0.219	0.356	4.555	0.147	3.459
OGLE-LMC-RRLYR-31276	RRab	79.763790	-67.897944	18.901	19.600	0.699	0.64321390	0.00000440	6000.60479	0.183	0.275	4.729	0.000	-99.99
OGLE-LMC-RRLYR-31278	RRab	79.764165	-64.709194	18.760	19.229	0.469	0.58749190	0.00000440	6000.15547	0.604	0.412	4.269	0.399	2.458
OGLE-LMC-RRLYR-31279	RRab	79.764375	-67.400111	18.639	19.203	0.564	0.63445580	0.00000100	6000.40723	0.611	0.550	4.341	0.337	2.736
OGLE-LMC-RRLYR-31281	RRab	79.769670	-68.925639	18.151	18.851	0.700	0.60143230	0.00000150	6000.13805	0.213	0.464	4.402	0.284	2.857
OGLE-LMC-RRLYR-31282	RRab	79.769715	-65.722417	18.616	19.244	0.628	0.63059400	0.00000200	6000.10245	0.325	0.410	4.565	0.246	3.072
OGLE-LMC-RRLYR-31283	RRab	79.769745	-73.461528	19.068	19.694	0.626	0.50449080	0.00000160	6000.39083	0.608	0.369	4.122	0.194	1.634
OGLE-LMC-RRLYR-31284	RRab	79.770495	-72.935028	18.796	19.409	0.613	0.63270630	0.00000270	6000.50793	0.401	0.441	4.469	0.275	3.018
OGLE-LMC-RRLYR-31285	RRab	79.771290	-52.818056	15.354	15.856	0.502	0.52719350	0.00000430	6000.15506	0.561	0.443	4.151	0.318	1.934
OGLE-LMC-RRLYR-31287	RRab	79.774545	-72.181111	18.748	19.303	0.555	0.58246640	0.00000070	6000.55575	0.562	0.472	4.337	0.347	2.645
OGLE-LMC-RRLYR-31288	RRab	79.774830	-66.687611	18.670	19.325	0.655	0.62149060	0.00000140	6000.27309	0.410	0.464	4.403	0.312	2.961
OGLE-LMC-RRLYR-31290	RRab	79.776795	-67.178667	18.858	19.383	0.525	0.50523780	0.00000050	6000.18032	0.814	0.431	4.078	0.347	1.965
OGLE-LMC-RRLYR-31291	RRab	79.779795	-65.512694	18.657	19.241	0.584	0.61407640	0.00000140	6000.56697	0.377	0.440	4.452	0.304	2.880
OGLE-LMC-RRLYR-31292	RRab	79.781040	-65.327444	18.627	19.195	0.568	0.60340540	0.00000190	6000.26599	0.410	0.446	4.391	0.286	2.709
OGLE-LMC-RRLYR-31293	RRab	79.783080	-72.338222	18.945	19.494	0.549	0.51105990	0.00000110	6000.21839	0.563	0.424	4.179	0.236	2.191
OGLE-LMC-RRLYR-31294	RRab	79.784790	-67.612917	18.970	19.599	0.629	0.59194480	0.00000160	6000.57190	0.555	0.429	4.282	0.242	2.319
OGLE-LMC-RRLYR-31295	RRab	79.785210	-72.859250	18.935	19.486	0.551	0.54765180	0.00000080	6000.11541	0.648	0.469	4.241	0.362	2.421
OGLE-LMC-RRLYR-31296	RRab	79.787835	-67.395389	18.702	19.171	0.469	0.47153140	0.00000030	6000.40161	0.818	0.464	4.084	0.373	2.018
OGLE-LMC-RRLYR-31297	RRab	79.791255	-76.346194	18.655	19.338	0.683	0.69816810	0.00000810	6000.60577	0.423	0.466	4.515	0.254	3.393
OGLE-LMC-RRLYR-31299	RRab	79.793625	-74.590639	19.057	19.672	0.615	0.51886460	0.00000100	6000.36854	0.732	0.454	4.118	0.324	2.214
OGLE-LMC-RRLYR-31300	RRab	79.794090	-63.601667	18.592	19.068	0.476	0.57393950	0.00000050	6000.50544	0.688	0.479	4.111	0.400	2.179
OGLE-LMC-RRLYR-31301	RRab	79.795875	-56.520917	18.628	19.088	0.460	0.61775180	0.00000520	6000.13627	0.710	0.453	4.271	0.384	2.304
OGLE-LMC-RRLYR-31302	RRab	79.796205	-67.010194	18.702	19.342	0.640	0.58223980	0.00000130	6000.08687	0.498	0.484	4.428	0.320	2.784
OGLE-LMC-RRLYR-31303	RRab	79.797255	-66.127556	18.505	19.128	0.623	0.67116450	0.00000130	6000.36158	0.395	0.430	4.578	0.277	3.053
OGLE-LMC-RRLYR-31304	RRab	79.801920	-74.030806	18.784	19.506	0.722	0.63452360	0.00000470	6000.49879	0.342	0.421	4.094	0.316	2.547
OGLE-LMC-RRLYR-31305	RRab	79.803660	-73.074639	18.931	19.439	0.508	0.51336920	0.00000190	6000.24471	0.531	0.422	4.195	0.235	2.171
OGLE-LMC-RRLYR-31306	RRab	79.804785	-63.910472	18.677	19.310	0.633	0.62953340	0.00000340	6000.59521	0.266	0.432	4.603	0.200	3.306
OGLE-LMC-RRLYR-31307	RRab	79.812000	-67.080167	18.655	19.212	0.557	0.58446160	0.00000080	6000.55167	0.556	0.501	4.306	0.377	2.609
OGLE-LMC-RRLYR-31308	RRab	79.815705	-68.187694	18.701	19.332	0.631	0.64034160	0.00000890	6000.25640	0.051	0.000	-99.99	0.000	-99.99
OGLE-LMC-RRLYR-31309	RRab	79.817535	-63.282361	18.672	19.218	0.546	0.60984850	0.00000240	6000.35451	0.374	0.402	4.264	0.313	2.523
OGLE-LMC-RRLYR-31310	RRab	79.817835	-67.248944	18.757	19.334	0.577	0.61872750	0.00000070	6000.34563	0.668	0.485	4.265	0.363	2.444
OGLE-LMC-RRLYR-31311	RRab	79.822245	-65.622500	18.706	19.241	0.535	0.53672780	0.00000170	6000.23021	0.428	0.373	4.148	0.163	2.037
OGLE-LMC-RRLYR-31312	RRab	79.822335	-64.631250	18.608	19.129	0.521	0.55391950	0.00000200	6000.32147	0.572	0.375	4.141	0.272	2.175
OGLE-LMC-RRLYR-31313	RRab	79.822755	-67.717361	18.724	19.217	0.493	0.53360440	0.00000050	6000.24528	0.758	0.461	4.088	0.370	2.023
OGLE-LMC-RRLYR-31315	RRab	79.823580	-76.900806	18.753	19.204	0.451	0.58649220	0.00000660	6000.38459	0.410	0.298	4.163	0.281	2.557
OGLE-LMC-RRLYR-31316	RRab	79.824705	-72.163361	18.719	19.268	0.549	0.56734000	0.00000190	6000.18825	0.496	0.392	4.352	0.260	2.452
OGLE-LMC-RRLYR-31317	RRab	79.825965	-64.900250	18.756	19.416	0.660	0.62162150	0.00000420	6000.15674	0.313	0.374	4.228	0.230	2.305
OGLE-LMC-RRLYR-31318	RRab	79.828830	-67.147778	18.606	-99.99	-99.99	0.64017520	0.00000710	6000.52457	0.438	0.277	4.689	0.301	2.997
OGLE-LMC-RRLYR-31320	RRab	79.833960	-67.031694	18.969	19.550	0.581	0.47518500	0.00000120	6000.05215	0.662	0.392	4.048	0.218	2.021
OGLE-LMC-RRLYR-31323	RRab	79.839000	-65.746167	18.644	19.187	0.543	0.54959210	0.00000280	6000.35465	0.458	0.424	4.324	0.238	1.846
OGLE-LMC-RRLYR-31325	RRab	79.839375	-52.235778	17.579	18.116	0.537	0.77460630	0.00001140	6000.40500	0.338	0.405	4.559	0.245	3.202
OGLE-LMC-RRLYR-31326	RRab	79.841535	-66.274528	18.871	19.477	0.606	0.49753420	0.00000290	6000.13229	0.392	0.899	4.902	0.239	2.513
OGLE-LMC-RRLYR-31327	RRab	79.841745	-67.020556	18.837	19.341	0.504	0.47095530	0.00000110	6000.24972	0.597	0.435	4.122	0.219	2.184
OGLE-LMC-RRLYR-31328	RRab	79.846005	-65.734389	18.965	19.637	0.672	0.60903820	0.00000220	6000.06343	0.389	0.377	4.455	0.242	2.635
OGLE-LMC-RRLYR-31329	RRab	79.846500	-63.242917	18.750	19.250	0.500	0.58636340	0.00000090	6000.30182	0.662	0.519	4.255	0.357	2.459
OGLE-LMC-RRLYR-31331	RRab	79.848840	-74.826611	18.771	19.450	0.679	0.55799600	0.00000310	6000.21867	0.414	0.404	4.100	0.201	2.358
OGLE-LMC-RRLYR-31332	RRab	79.849335	-73.247083	18.578	19.275	0.697	0.80878690	0.00000190	6000.31227	0.385	0.436	4.748	0.263	3.378
OGLE-LMC-RRLYR-31335	RRab	79.850715	-67.380694	18.702	19.214	0.512	0.51401950	0.00000030	6000.08475	0.818	0.438	4.082	0.384	2.020
OGLE-LMC-RRLYR-31336	RRab	79.851255	-67.632000	18.824	19.494	0.670	0.64355340	0.00000120	6000.14335	0.511	0.481	4.446	0.295	2.787
OGLE-LMC-RRLYR-31337	RRab	79.854120	-64.386417	18.753	19.058	0.305	0.47933380	0.00000290	6000.14291	0.663	0.438	4.050	0.287	1.849
OGLE-LMC-RRLYR-31338	RRab	79.854465	-71.969417	18.605	19.121	0.516	0.60938150	0.00000080	6000.29296	0.717	0.473	4.136	0.376	2.209
OGLE-LMC-RRLYR-31339	RRab	79.854915	-66.048444	18.712	19.194	0.482	0.51992530	0.00000030	6000.17735	0.793	0.432	4.155	0.365	2.089
OGLE-LMC-RRLYR-31341	RRab	79.855965	-74.162000	19.066	19.722	0.656	0.50286070	0.00000150	6000.01775	0.703	0.513	4.092	0.267	2.200
OGLE-LMC-RRLYR-31342	RRab	79.856745	-64.577083	18.430	18.988	0.558	0.57919470	0.00000190	6000.27838	0.630	0.440	4.090	0.256	1.861
OGLE-LMC-RRLYR-31343	RRab	79.858170	-63.607222	18.678	19.148	0.470	0.57648640	0.00000140	6000.08891	0.537	0.501	4.469	0.319	2.629
OGLE-LMC-RRLYR-31344	RRab	79.861875	-65.839556	18.540	19.146	0.606	0.63369800	0.00000160	6000.26278	0.304	0.390	4.648	0.261	3.313
OGLE-LMC-RRLYR-31347	RRab	79.869255	-74.588500	18.870	19.576	0.706	0.59940090	0.00000170	6000.27296	0.524	0.456	4.094	0.404	2.331
OGLE-LMC-RRLYR-31348	RRab	79.873545	-67.425417	18.517	19.068	0.551	0.62372240	0.00000070	6000.09106	0.719	0.481	4.217	0.385	2.515
OGLE-LMC-RRLYR-31349	RRab	79.877955	-67.081306	18.713	19.338	0.625	0.61855220	0.00000130	6000.05482	0.379	0.435	4.536	0.280	2.962
OGLE-LMC-RRLYR-31351	RRab	79.879995	-67.747111	18.659	19.229	0.570	0.67217510	0.00000060	6000.50858	0.722	0.513	4.340	0.350	2.555
OGLE-LMC-RRLYR-31352	RRab	79.881840	-66.581833	18.619	19.189	0.570	0.62146740	0.00000120	6000.14927	0.490	0.521	4.482	0.324	2.938
OGLE-LMC-RRLYR-31354	RRab	79.883790	-73.931306	18.941	19.565	0.624	0.55306010	0.00000120	6000.53174	0.695	0.583	4.306	0.375	2.742
OGLE-LMC-RRLYR-31355	RRab	79.884255	-65.975250	18.859	19.481	0.622	0.63908510	0.00000190	6000.17409	0.445	0.428	4.893	0.238	3.658
OGLE-LMC-RRLYR-31356	RRab	79.885500	-71.999028	18.601	19.158	0.557	0.57777350	0.00000070	6000.01288	0.648	0.414	4.166	0.364	2.148
OGLE-LMC-RRLYR-31359	RRab	79.886130	-74.985528	18.812	19.528	0.716	0.58199390	0.00000550	6000.38626	0.493	0.465	4.473	0.335	2.938
OGLE-LMC-RRLYR-31361	RRab	79.891245	-65.092972	18.744	19.270	0.526	0.49979520	0.00000030	6000.16285	0.828	0.454	3.968	0.360	1.921
OGLE-LMC-RRLYR-31363	RRab	79.894665	-72.132750	18.726	19.354	0.628	0.60628750	0.00000190	6000.00549	0.377	0.465	4.577	0.270	3.283
OGLE-LMC-RRLYR-31364	RRab	79.898505	-66.077861	18.905	19.438	0.533	0.53985590	0.00000060	6000.47037	0.832	0.450	4.177	0.371	2.131
OGLE-LMC-RRLYR-31367	RRab	79.904745	-74.446167	18.953	19.674	0.721	0.58025350	0.00000160	6000.55147	0.650	0.531	4.042	0.433	2.400
OGLE-LMC-RRLYR-31369	RRab	79.907955	-67.357500	18.758	19.555	0.797	0.49924290	0.00000170	6000.32010	0.816	0.476	3.960	0.352	1.779
OGLE-LMC-RRLYR-31370	RRab	79.908045	-65.350250	18.781	19.322	0.541	0.55262460	0.00000180	6000.45952	0.385	0.407	4.193	0.205	2.199
OGLE-LMC-RRLYR-31371	RRab	79.909995	-72.050306	18.870	19.467	0.597	0.56737170	0.00000170	6000.03389	0.403	0.386	4.458	0.198	2.816
OGLE-LMC-RRLYR-31372	RRab	79.910340	-64.406417	16.534	17.026	0.492	0.48188010	0.00000080	6000.02249	0.688	0.396	4.057	0.246	2.074
OGLE-LMC-RRLYR-31373	RRab	79.910535	-67.503250	18.788	19.368	0.580	0.55892100	0.00000060	6000.34473	0.676	0.495	4.131	0.396	2.351
OGLE-LMC-RRLYR-31375	RRab	79.912380	-72.307028	18.366	19.024	0.658	0.84994610	0.00000450	6000.01826	0.218	0.322	5.076	0.115	4.172
OGLE-LMC-RRLYR-31377	RRab	79.915005	-73.391528	18.686	19.361	0.675	0.72071520	0.00000270	6000.37745	0.307	0.402	4.786	0.219	3.283
OGLE-LMC-RRLYR-31380	RRab	79.920840	-74.036944	18.761	19.406	0.645	0.55265400	0.00000090	6000.46190	0.812	0.461	4.172	0.367	2.027
OGLE-LMC-RRLYR-31381	RRab	79.923165	-65.506861	18.784	19.222	0.438	0.46820490	0.00000030	6000.24670	0.897	0.484	4.027	0.373	2.026
OGLE-LMC-RRLYR-31382	RRab	79.924455	-74.145306	19.076	19.633	0.557	0.49982620	0.00000120	6000.26188	0.876	0.434	4.162	0.442	2.066
OGLE-LMC-RRLYR-31383	RRab	79.925910	-66.742722	18.490	19.076	0.586	0.58874170	0.00000090	6000.00654	0.620	0.473	4.225	0.322	2.317
OGLE-LMC-RRLYR-31385	RRab	79.928340	-65.950278	18.455	19.199	0.744	0.61829680	0.00000410	6000.57934	0.416	0.267	4.512	0.138	2.731
OGLE-LMC-RRLYR-31386	RRab	79.931955	-67.448750	18.308	18.930	0.622	0.75235410	0.00000310	6000.17593	0.198	0.313	4.662	0.134	3.483
OGLE-LMC-RRLYR-31387	RRab	79.932330	-72.500833	18.956	19.472	0.516	0.51127030	0.00000070	6000.22006	0.667	0.497	4.207	0.311	2.303
OGLE-LMC-RRLYR-31388	RRab	79.933710	-74.882556	19.114	19.900	0.786	0.55019500	0.00000630	6000.44958	0.515	0.470	4.488	0.276	3.360
OGLE-LMC-RRLYR-31389	RRab	79.934040	-67.148417	18.868	-99.99	-99.99	0.57585780	0.00001490	6000.37621	0.470	0.427	4.335	0.291	2.055
OGLE-LMC-RRLYR-31390	RRab	79.934250	-66.001278	18.563	19.250	0.687	0.62629180	0.00000290	6000.50420	0.254	0.387	4.604	0.183	2.925
OGLE-LMC-RRLYR-31391	RRab	79.936335	-66.833917	19.059	19.954	0.895	0.50412290	0.00000300	6000.08464	0.533	0.333	4.068	0.142	1.693
OGLE-LMC-RRLYR-31393	RRab	79.937955	-67.581361	18.986	19.565	0.579	0.52738030	0.00000270	6000.18645	0.385	0.440	4.554	0.235	2.937
OGLE-LMC-RRLYR-31394	RRab	79.938000	-61.529139	18.508	19.121	0.613	0.68947930	0.00000900	6000.54634	0.108	0.000	-99.99	0.000	-99.99
OGLE-LMC-RRLYR-31398	RRab	79.943130	-66.696500	18.887	19.504	0.617	0.59984380	0.00000370	6000.55013	0.429	0.533	4.482	0.332	2.787
OGLE-LMC-RRLYR-31400	RRab	79.944795	-65.776361	18.842	20.671	1.829	0.62350110	0.00001260	6000.60608	0.375	0.448	3.728	0.353	2.515
OGLE-LMC-RRLYR-31401	RRab	79.945920	-67.758417	18.495	-99.99	-99.99	0.53107000	0.00003000	6000.16783	0.646	0.208	4.917	0.248	2.998
OGLE-LMC-RRLYR-31403	RRab	79.946505	-63.390917	18.505	19.031	0.526	0.58164360	0.00000090	6000.03123	0.597	0.478	4.164	0.363	2.392
