# Date:     2025-02-15 17:51:33
# Database: ocvs
# Target:   lmc_cepheids
# Query:    TRUE 
# Objects:  4713
# Columns:
# ID	Mode	RA	Decl	I	V	V_I	P_1	dP_1	T0_1	A_1	R21_1	phi21_1	R31_1	phi31_1
OGLE-LMC-CEP-2711	F	84.569625	-70.582472	15.327	16.157	0.830	3.5390514	0.0000069	6002.78155	0.463	0.451	4.596	0.229	2.984
OGLE-LMC-CEP-2712	1	84.570705	-70.327167	15.276	16.029	0.753	2.3092512	0.0000057	6001.58230	0.201	0.095	4.891	0.022	4.972
OGLE-LMC-CEP-2713	1	84.571035	-70.381833	15.522	16.202	0.680	1.8345657	0.0000029	6000.30707	0.257	0.191	4.463	0.029	2.651
OGLE-LMC-CEP-2714	F	84.571245	-70.439250	15.088	16.283	1.195	5.1318250	0.0000111	6001.73127	0.447	0.428	4.859	0.165	3.309
OGLE-LMC-CEP-2715	F	84.578625	-68.084861	14.420	15.064	0.644	5.2021025	0.0000076	6001.46372	0.667	0.460	4.606	0.234	2.914
OGLE-LMC-CEP-2716	1	84.580125	-70.463361	15.635	16.470	0.835	2.0540381	0.0000295	6000.53986	0.043	0.000	-99.99	0.000	-99.99
OGLE-LMC-CEP-2717	1	84.581505	-70.272056	15.648	16.506	0.858	2.0174987	0.0000047	6000.58511	0.269	0.163	4.590	0.022	3.658
OGLE-LMC-CEP-2718	F	84.581790	-69.155361	16.176	17.367	1.191	3.4525146	0.0000085	6000.97775	0.441	0.445	4.589	0.224	2.953
OGLE-LMC-CEP-2719	1	84.584415	-70.194667	15.639	16.776	1.137	2.4473772	0.0000086	6000.15888	0.173	0.068	5.016	0.000	-99.99
OGLE-LMC-CEP-2720	1	84.596535	-69.893500	15.452	16.257	0.805	2.2949537	0.0000071	6001.05944	0.269	0.103	4.749	0.014	5.283
OGLE-LMC-CEP-2721	F	84.602295	-70.234694	15.070	-99.99	-99.99	4.4876183	0.0001496	6002.31871	0.219	0.298	4.706	0.088	2.988
OGLE-LMC-CEP-2722	F	84.605625	-68.657472	15.231	16.130	0.899	4.2694645	0.0000062	6001.92156	0.514	0.452	4.674	0.234	3.105
OGLE-LMC-CEP-2723	1	84.611160	-70.386861	15.047	15.751	0.704	2.6794760	0.0000094	6002.10559	0.252	0.046	4.281	0.033	5.994
OGLE-LMC-CEP-2724	1	84.615750	-70.593639	15.616	16.447	0.831	1.9161770	0.0000070	6000.86199	0.269	0.147	4.621	0.031	3.957
OGLE-LMC-CEP-2725	F	84.624840	-70.090639	15.238	16.462	1.224	5.6199631	0.0000142	6004.43921	0.511	0.426	4.914	0.165	3.414
OGLE-LMC-CEP-2726	F	84.625410	-70.132222	16.560	18.304	1.744	3.4715841	0.0000067	6003.09224	0.471	0.436	4.585	0.230	2.928
OGLE-LMC-CEP-2727	F	84.629205	-69.491306	16.090	17.108	1.018	3.0106889	0.0000034	6002.47963	0.492	0.483	4.585	0.273	2.935
OGLE-LMC-CEP-2728	F	84.630090	-68.062222	15.346	15.969	0.623	2.8841515	0.0000026	6001.76628	0.703	0.508	4.438	0.311	2.622
OGLE-LMC-CEP-2729	F	84.631005	-70.464583	15.431	16.255	0.824	3.1986582	0.0000051	6002.34810	0.654	0.454	4.422	0.270	2.591
OGLE-LMC-CEP-2730	1	84.631965	-69.992000	14.816	15.651	0.835	3.5712316	0.0000193	6002.12392	0.202	0.168	3.699	0.065	0.832
OGLE-LMC-CEP-2731	F	84.638085	-70.652028	15.282	15.999	0.717	3.2229473	0.0000031	6002.52805	0.544	0.470	4.507	0.270	2.790
OGLE-LMC-CEP-2732	1	84.643965	-70.553083	15.707	16.577	0.870	1.9586501	0.0000057	6000.05700	0.205	0.129	4.878	0.000	-99.99
OGLE-LMC-CEP-2733	F	84.645795	-68.301083	15.629	16.295	0.666	2.4564310	0.0000026	6001.47474	0.645	0.499	4.341	0.279	2.538
OGLE-LMC-CEP-2734	F	84.649080	-70.608139	15.757	16.509	0.752	2.3993244	0.0000025	6000.18530	0.464	0.471	4.417	0.244	2.693
OGLE-LMC-CEP-2735	1	84.649620	-70.368806	15.469	16.282	0.813	2.1852212	0.0000073	6001.06884	0.192	0.087	4.813	0.000	-99.99
OGLE-LMC-CEP-2736	F	84.653040	-70.454611	15.220	16.008	0.788	3.5479774	0.0000038	6000.19429	0.594	0.419	4.444	0.232	2.687
OGLE-LMC-CEP-2737	1	84.654495	-69.572917	16.770	18.170	1.400	1.9501344	0.0000084	6000.10642	0.241	0.149	4.640	0.000	-99.99
OGLE-LMC-CEP-2738	F	84.657465	-70.635750	15.609	16.373	0.764	2.6604946	0.0000031	6000.83742	0.589	0.493	4.403	0.279	2.618
OGLE-LMC-CEP-2739	1	84.666045	-70.609417	15.292	16.004	0.712	2.2588600	0.0000089	6001.94976	0.189	0.078	5.224	0.029	4.929
OGLE-LMC-CEP-2740	F	84.668505	-70.355000	15.488	16.363	0.875	3.3100315	0.0000045	6000.13594	0.512	0.439	4.473	0.248	2.704
OGLE-LMC-CEP-2741	1	84.668745	-70.110639	15.916	17.021	1.105	1.9536744	0.0000035	6001.00747	0.264	0.182	4.592	0.035	3.559
OGLE-LMC-CEP-2742	F	84.676590	-70.557361	15.262	16.137	0.875	3.8456545	0.0000046	6002.13776	0.549	0.445	4.556	0.241	2.919
OGLE-LMC-CEP-2743	F	84.679335	-70.358194	15.373	16.258	0.885	3.5751191	0.0000036	6001.60880	0.503	0.440	4.594	0.234	2.962
OGLE-LMC-CEP-2744	F	84.680880	-70.645972	14.224	15.112	0.888	7.5208638	0.0000187	6005.95607	0.526	0.307	5.093	0.207	3.264
OGLE-LMC-CEP-2745	F	84.685875	-70.189917	15.900	17.316	1.416	3.9078180	0.0000058	6000.64209	0.564	0.443	4.575	0.231	2.933
OGLE-LMC-CEP-2746	12	84.689370	-70.603167	16.515	17.124	0.609	0.8078276	0.0000009	6000.75248	0.303	0.230	3.720	0.097	1.456
OGLE-LMC-CEP-2747	F	84.690660	-69.842639	15.180	16.173	0.993	4.8519116	0.0000158	6000.43987	0.267	0.312	4.823	0.085	3.427
OGLE-LMC-CEP-2748	1	84.691380	-70.486889	15.090	16.059	0.969	1.6514062	0.0000075	6000.00908	0.131	0.166	4.610	0.040	3.640
OGLE-LMC-CEP-2749	1	84.692625	-69.935861	15.784	17.068	1.284	2.7832035	0.0000146	6002.17221	0.137	0.000	-99.99	0.000	-99.99
OGLE-LMC-CEP-2750	1	84.694005	-69.688583	16.512	17.489	0.977	1.3224680	0.0000041	6000.09885	0.138	0.134	4.135	0.000	-99.99
OGLE-LMC-CEP-2751	1	84.696090	-70.285778	15.833	16.733	0.900	1.9169993	0.0000052	6001.43823	0.227	0.158	4.616	0.000	-99.99
OGLE-LMC-CEP-2752	12	84.700965	-69.585944	18.183	19.627	1.444	0.8335403	0.0000034	6000.49472	0.221	0.249	3.962	0.079	1.967
OGLE-LMC-CEP-2753	F	84.706785	-70.019472	15.360	16.241	0.881	3.4443877	0.0000040	6003.31154	0.487	0.397	4.475	0.202	2.753
OGLE-LMC-CEP-2754	12	84.710340	-71.854556	15.927	16.223	0.296	1.2540232	0.0000082	6000.98831	0.159	0.152	4.289	0.046	2.948
OGLE-LMC-CEP-2755	1	84.710670	-70.494250	15.412	16.135	0.723	1.8831639	0.0000043	6001.02201	0.250	0.175	4.556	0.030	3.036
OGLE-LMC-CEP-2756	12	84.712965	-69.822722	17.107	17.796	0.689	0.6110260	0.0000013	6000.32760	0.229	0.214	3.446	0.110	1.437
OGLE-LMC-CEP-2757	F	84.713790	-70.336833	15.067	16.125	1.058	5.7452843	0.0000205	6001.44706	0.265	0.304	5.056	0.055	3.768
OGLE-LMC-CEP-2758	1	84.714045	-70.493333	15.739	16.437	0.698	1.5067984	0.0000019	6000.59454	0.323	0.227	4.354	0.083	2.610
OGLE-LMC-CEP-2759	1	84.720795	-68.293306	17.923	18.541	0.618	0.3574690	0.0000005	6000.13745	0.209	0.122	2.152	0.103	5.969
OGLE-LMC-CEP-2760	F	84.725505	-69.714444	16.218	17.605	1.387	4.3585715	0.0000093	6002.41918	0.487	0.455	4.764	0.216	3.295
OGLE-LMC-CEP-2761	1	84.727590	-70.349722	16.043	17.002	0.959	1.7445856	0.0000035	6000.78597	0.227	0.150	4.572	0.022	3.474
OGLE-LMC-CEP-2762	F	84.727665	-70.311806	14.117	15.219	1.102	11.5311140	0.0000904	6009.01699	0.298	0.089	2.649	0.106	1.128
OGLE-LMC-CEP-2763	F	84.729915	-70.772583	14.902	15.621	0.719	4.0138402	0.0000037	6002.39674	0.633	0.440	4.431	0.238	2.630
OGLE-LMC-CEP-2764	F	84.733410	-70.142500	16.072	17.366	1.294	2.9249256	0.0000036	6001.81231	0.569	0.432	4.378	0.238	2.477
OGLE-LMC-CEP-2765	F	84.734370	-70.383889	14.548	15.763	1.215	9.3553360	0.0000499	6005.56381	0.309	0.143	0.504	0.089	0.022
OGLE-LMC-CEP-2766	F	84.738285	-70.187361	15.913	17.210	1.297	3.7227474	0.0000083	6001.39253	0.471	0.410	4.599	0.204	2.967
OGLE-LMC-CEP-2767	1	84.739215	-70.574361	14.988	15.789	0.801	2.8907985	0.0000065	6002.57157	0.253	0.077	4.217	0.014	4.993
OGLE-LMC-CEP-2768	F	84.745125	-70.399028	15.099	16.044	0.945	4.6991154	0.0000080	6004.44339	0.457	0.425	4.795	0.184	3.352
OGLE-LMC-CEP-2769	1	84.754005	-69.859778	16.639	17.587	0.948	1.3204659	0.0000023	6000.49644	0.278	0.199	4.404	0.069	2.612
OGLE-LMC-CEP-2770	1	84.759045	-70.437611	16.896	17.690	0.794	0.8086866	0.0000014	6000.43899	0.189	0.169	3.475	0.087	1.279
OGLE-LMC-CEP-2771	1	84.766125	-70.309833	15.626	16.436	0.810	1.8491166	0.0000034	6000.35109	0.256	0.191	4.527	0.029	2.527
OGLE-LMC-CEP-2772	F	84.770460	-70.230361	15.639	16.489	0.850	2.9487605	0.0000090	6002.82659	0.574	0.450	4.393	0.260	2.504
OGLE-LMC-CEP-2773	F	84.774540	-69.126361	15.960	17.136	1.176	3.5146730	0.0000054	6001.83283	0.488	0.436	4.597	0.238	2.971
OGLE-LMC-CEP-2774	F	84.778665	-70.128361	15.735	16.902	1.167	3.8131936	0.0000097	6000.72283	0.299	0.350	4.670	0.129	3.087
OGLE-LMC-CEP-2775	F	84.783630	-70.337944	14.165	15.000	0.835	7.9624028	0.0000349	6002.90118	0.327	0.222	4.946	0.084	3.108
OGLE-LMC-CEP-2776	12	84.798960	-71.226583	16.470	17.116	0.646	0.9357779	0.0000033	6000.68316	0.222	0.229	3.998	0.060	1.776
OGLE-LMC-CEP-2777	F	84.802620	-70.549028	15.485	16.336	0.851	3.2185793	0.0000042	6002.48600	0.475	0.456	4.557	0.245	2.903
OGLE-LMC-CEP-2778	1	84.805995	-70.160528	15.713	16.733	1.020	2.1509402	0.0000223	6001.68662	0.072	0.000	-99.99	0.000	-99.99
OGLE-LMC-CEP-2779	1	84.809370	-70.236278	15.752	16.760	1.008	2.0911888	0.0000096	6001.02700	0.221	0.110	4.727	0.000	-99.99
OGLE-LMC-CEP-2780	F	84.813165	-69.327556	13.395	14.628	1.233	23.1111863	0.0002831	6010.04412	0.383	0.192	4.541	0.146	2.402
OGLE-LMC-CEP-2781	F	84.814545	-70.313417	15.753	16.711	0.958	2.9971291	0.0000063	6000.73550	0.493	0.423	4.474	0.224	2.674
OGLE-LMC-CEP-2782	1	84.820035	-70.109972	15.814	-99.99	-99.99	1.5871831	0.0000158	6001.12639	0.233	0.185	4.023	0.034	-99.99
OGLE-LMC-CEP-2783	F	84.820215	-70.154306	15.911	17.183	1.272	3.6369975	0.0000033	6001.74924	0.448	0.401	4.561	0.198	2.866
OGLE-LMC-CEP-2784	F	84.820455	-70.897222	15.349	16.105	0.756	3.2244301	0.0000043	6002.73174	0.636	0.469	4.467	0.282	2.674
OGLE-LMC-CEP-2785	F	84.824160	-70.573722	15.141	16.017	0.876	4.1657101	0.0000080	6003.28183	0.448	0.432	4.696	0.213	3.170
OGLE-LMC-CEP-2786	1	84.824415	-68.378611	15.012	-99.99	-99.99	2.3333346	0.0000367	6001.13675	0.177	0.114	4.812	0.034	2.251
OGLE-LMC-CEP-2787	1	84.828915	-71.190472	14.728	15.430	0.702	3.3964198	0.0000256	6003.02319	0.130	0.062	3.612	0.000	-99.99
OGLE-LMC-CEP-2788	1	84.829500	-70.074667	16.773	18.221	1.448	1.9657980	0.0000134	6000.80228	0.223	0.137	4.697	0.040	3.083
OGLE-LMC-CEP-2789	1	84.830295	-70.092361	15.472	16.405	0.933	2.5377316	0.0000142	6001.00070	0.141	0.113	0.089	0.084	5.175
OGLE-LMC-CEP-2790	1	84.833535	-69.557111	15.862	16.624	0.762	1.6412714	0.0000162	6001.64125	0.048	0.000	-99.99	0.000	-99.99
OGLE-LMC-CEP-2791	F	84.837285	-70.481694	15.708	16.697	0.989	3.3839198	0.0000129	6001.69094	0.242	0.300	4.531	0.092	2.833
OGLE-LMC-CEP-2792	F	84.844125	-71.760722	15.930	16.697	0.767	2.3872198	0.0000054	6001.10629	0.347	0.394	4.421	0.179	2.723
OGLE-LMC-CEP-2793	1	84.845910	-69.368583	15.115	15.918	0.803	2.9112894	0.0000140	6001.92410	0.259	0.099	3.671	0.046	6.045
OGLE-LMC-CEP-2794	F	84.847380	-71.012694	15.617	16.382	0.765	2.7017683	0.0000033	6001.60204	0.522	0.473	4.454	0.254	2.703
OGLE-LMC-CEP-2795	F	84.856620	-70.349694	14.081	15.027	0.946	10.0437950	0.0000454	6000.02159	0.417	0.052	5.721	0.099	0.921
OGLE-LMC-CEP-2796	1	84.857340	-70.182861	17.032	18.859	1.827	2.2649334	0.0000178	6001.40793	0.207	0.138	4.738	0.000	-99.99
OGLE-LMC-CEP-2797	F	84.858045	-71.087889	15.230	16.058	0.828	3.8915029	0.0000151	6002.34833	0.305	0.364	4.642	0.136	3.125
OGLE-LMC-CEP-2798	1	84.860670	-70.038861	15.253	16.065	0.812	2.5033363	0.0000103	6001.53277	0.245	0.071	4.569	0.019	5.409
OGLE-LMC-CEP-2799	F	84.860745	-69.255389	16.751	18.416	1.665	3.4703284	0.0000291	6003.13634	0.355	0.395	4.621	0.167	2.934
OGLE-LMC-CEP-2800	1	84.860745	-69.617222	18.185	20.237	2.052	2.1834383	0.0000317	6000.26254	0.199	0.131	4.523	0.000	-99.99
OGLE-LMC-CEP-2801	1	84.861285	-69.899472	16.349	17.296	0.947	1.4132440	0.0000019	6000.80575	0.321	0.234	4.199	0.076	2.166
OGLE-LMC-CEP-2802	F1	84.871545	-70.638667	16.466	17.119	0.653	1.2851436	0.0000080	6000.79084	0.234	0.230	4.315	0.054	2.198
OGLE-LMC-CEP-2803	1	84.883875	-70.467861	15.323	16.053	0.730	2.1093764	0.0000044	6000.87446	0.255	0.158	4.476	0.012	-99.99
OGLE-LMC-CEP-2804	1	84.884370	-70.327611	15.445	16.269	0.824	2.2101381	0.0000057	6002.16529	0.279	0.129	4.647	0.014	4.097
OGLE-LMC-CEP-2805	F	84.884790	-70.441194	14.645	15.585	0.940	6.5883028	0.0000373	6005.20199	0.226	0.265	5.265	0.023	3.964
OGLE-LMC-CEP-2806	1	84.885090	-70.363333	15.480	16.230	0.750	2.1341117	0.0000044	6000.49018	0.242	0.122	4.536	0.000	-99.99
OGLE-LMC-CEP-2807	F	84.887460	-70.587528	15.255	16.136	0.881	3.8841448	0.0000038	6001.64932	0.581	0.439	4.551	0.231	2.869
OGLE-LMC-CEP-2808	F	84.888330	-70.376278	15.228	16.046	0.818	3.6437791	0.0000041	6003.14538	0.525	0.446	4.524	0.246	2.848
OGLE-LMC-CEP-2809	F	84.893250	-71.139917	15.851	17.191	1.340	4.6792719	0.0000131	6004.52495	0.496	0.436	4.787	0.197	3.336
OGLE-LMC-CEP-2810	F	84.894660	-69.166389	16.885	18.222	1.337	2.2717122	0.0000037	6001.00987	0.620	0.471	4.261	0.236	2.395
OGLE-LMC-CEP-2811	F	84.895995	-70.688111	15.771	16.837	1.066	3.1668894	0.0000040	6002.59172	0.481	0.430	4.537	0.229	2.817
OGLE-LMC-CEP-2812	F	84.909840	-70.388694	14.127	15.046	0.919	8.2753925	0.0000281	6003.43065	0.395	0.349	5.398	0.125	3.791
OGLE-LMC-CEP-2813	F	84.911535	-70.042056	14.724	15.842	1.118	7.1928200	0.0000197	6002.04269	0.566	0.362	5.039	0.210	3.068
OGLE-LMC-CEP-2814	1	84.920835	-70.333444	14.960	15.769	0.809	3.0686322	0.0000096	6003.03862	0.236	0.104	3.734	0.036	6.251
OGLE-LMC-CEP-2815	1	84.924045	-70.368722	15.277	16.003	0.726	2.3164951	0.0000054	6001.08370	0.273	0.105	4.659	0.017	4.456
OGLE-LMC-CEP-2816	1	84.924465	-69.613972	16.314	-99.99	-99.99	2.0894736	0.0000101	6000.08308	0.232	0.155	4.597	0.000	-99.99
OGLE-LMC-CEP-2817	F	84.925410	-71.020444	15.125	15.965	0.840	4.1833182	0.0000101	6002.74108	0.291	0.343	4.728	0.119	3.248
OGLE-LMC-CEP-2818	F	84.931410	-71.147000	15.359	16.183	0.824	3.2882298	0.0000164	6001.36662	0.316	0.387	4.572	0.162	2.894
OGLE-LMC-CEP-2819	F	84.934710	-70.274639	15.160	16.153	0.993	4.7892913	0.0000241	6002.13200	0.211	0.270	4.754	0.055	3.209
OGLE-LMC-CEP-2820	1	84.936630	-70.320500	16.154	17.529	1.375	2.1129394	0.0000063	6001.89176	0.252	0.146	4.687	0.019	3.428
OGLE-LMC-CEP-2821	F	84.937035	-70.513250	15.687	16.408	0.721	2.4584556	0.0000025	6000.12705	0.677	0.492	4.318	0.278	2.481
OGLE-LMC-CEP-2822	1	84.941250	-69.901417	15.569	16.417	0.848	2.2140838	0.0000084	6000.15802	0.203	0.089	5.024	0.024	4.642
OGLE-LMC-CEP-2823	F	84.942495	-69.791000	15.611	16.490	0.879	3.1069464	0.0000034	6001.89530	0.523	0.425	4.469	0.236	2.700
OGLE-LMC-CEP-2824	1	84.944715	-70.325000	15.353	16.177	0.824	2.3844147	0.0000169	6001.16259	0.189	0.048	4.837	0.019	-99.99
OGLE-LMC-CEP-2825	F	84.946920	-70.411889	15.240	16.138	0.898	4.1037714	0.0000064	6001.21513	0.518	0.418	4.580	0.196	2.895
OGLE-LMC-CEP-2826	F	84.947205	-70.021333	14.966	15.831	0.865	4.8127835	0.0000083	6001.28939	0.553	0.466	4.773	0.228	3.279
OGLE-LMC-CEP-2827	F	84.948330	-70.065167	15.076	16.072	0.996	4.9172716	0.0000080	6004.69019	0.517	0.423	4.719	0.179	3.092
OGLE-LMC-CEP-2828	F	84.958995	-70.224000	14.918	-99.99	-99.99	4.9202615	0.0000036	6001.77951	0.555	0.433	4.713	0.187	3.233
OGLE-LMC-CEP-2829	F	84.963585	-70.481222	15.544	16.326	0.782	2.8706418	0.0000030	6001.03093	0.471	0.425	4.441	0.212	2.627
OGLE-LMC-CEP-2830	F	84.969375	-70.431889	15.148	15.936	0.788	3.7770461	0.0000039	6000.01333	0.576	0.443	4.517	0.233	2.824
OGLE-LMC-CEP-2831	F	84.970215	-70.080722	14.932	15.793	0.861	4.8633475	0.0000095	6003.99587	0.428	0.409	4.847	0.165	3.433
OGLE-LMC-CEP-2832	F	84.973500	-67.835778	12.771	13.825	1.054	24.1335046	0.0001922	6019.49746	0.493	0.235	4.901	0.161	2.779
OGLE-LMC-CEP-2833	F	84.979080	-71.424361	15.404	16.283	0.879	3.1582569	0.0000058	6002.44316	0.434	0.459	4.559	0.241	2.890
OGLE-LMC-CEP-2834	1	84.982035	-70.253472	15.688	16.563	0.875	1.9545742	0.0000057	6000.33777	0.250	0.165	4.588	0.023	3.461
OGLE-LMC-CEP-2835	1	84.988410	-68.596250	14.926	15.564	0.638	2.5252870	0.0000059	6002.03993	0.250	0.097	4.627	0.013	3.635
OGLE-LMC-CEP-2836	F	84.992505	-69.005750	15.777	16.781	1.004	3.0956092	0.0000046	6002.08217	0.487	0.428	4.528	0.222	2.795
OGLE-LMC-CEP-2837	F	84.996120	-70.778111	15.509	16.468	0.959	3.5405645	0.0000055	6000.47203	0.492	0.439	4.581	0.229	2.944
OGLE-LMC-CEP-2838	1	84.996840	-70.329528	15.539	16.309	0.770	2.0234678	0.0000073	6001.25493	0.201	0.105	4.886	0.000	-99.99
OGLE-LMC-CEP-2839	F	85.003080	-70.709972	15.951	16.965	1.014	2.7923707	0.0000050	6000.16316	0.357	0.399	4.498	0.182	2.784
OGLE-LMC-CEP-2840	F	85.007670	-70.517556	15.171	15.946	0.775	3.7984780	0.0000039	6003.31983	0.629	0.470	4.530	0.276	2.854
OGLE-LMC-CEP-2841	F	85.007715	-70.270278	15.719	17.370	1.651	5.5571205	0.0000679	6001.66097	0.267	0.320	4.940	0.079	3.769
OGLE-LMC-CEP-2842	F	85.013835	-71.036056	15.574	16.413	0.839	3.0977709	0.0000035	6003.09616	0.516	0.453	4.525	0.249	2.829
OGLE-LMC-CEP-2843	1	85.018995	-68.852167	16.648	17.483	0.835	1.0555133	0.0000025	6000.20597	0.157	0.169	3.823	0.050	1.175
OGLE-LMC-CEP-2844	F	85.020000	-69.371111	15.489	16.341	0.852	3.3851959	0.0000111	6001.63539	0.263	0.318	4.551	0.113	2.850
OGLE-LMC-CEP-2845	1	85.021545	-70.503167	15.541	16.460	0.919	2.3128685	0.0000053	6001.55591	0.283	0.119	4.702	0.024	4.590
OGLE-LMC-CEP-2846	F	85.026255	-70.392056	15.331	16.126	0.795	3.5837392	0.0000048	6003.25633	0.491	0.437	4.610	0.228	2.994
OGLE-LMC-CEP-2847	1	85.032795	-70.251250	16.105	17.531	1.426	2.3032610	0.0000113	6000.96226	0.211	0.084	4.795	0.017	-99.99
OGLE-LMC-CEP-2848	F	85.033995	-70.359972	15.471	16.289	0.818	3.2783174	0.0000035	6000.07973	0.489	0.464	4.585	0.256	2.950
OGLE-LMC-CEP-2849	F	85.036005	-70.791000	15.748	17.029	1.281	3.7636779	0.0000372	6000.41656	0.201	0.269	4.616	0.070	2.941
OGLE-LMC-CEP-2850	1	85.041465	-70.462639	15.328	15.984	0.656	2.0225268	0.0000047	6000.68329	0.252	0.183	4.535	0.018	2.996
OGLE-LMC-CEP-2851	1	85.045170	-70.408500	15.481	16.196	0.715	1.9903816	0.0000044	6001.18065	0.247	0.134	4.695	0.000	-99.99
OGLE-LMC-CEP-2852	F	85.049670	-69.381833	15.013	15.953	0.940	5.3041163	0.0000118	6001.19703	0.495	0.445	4.915	0.181	3.462
OGLE-LMC-CEP-2853	1	85.053045	-69.961083	16.051	17.133	1.082	1.8442512	0.0000058	6001.74708	0.169	0.173	4.473	0.026	3.076
OGLE-LMC-CEP-2854	F	85.053420	-69.635583	16.218	17.558	1.340	4.3648307	0.0000124	6000.62858	0.430	0.412	4.763	0.183	3.286
OGLE-LMC-CEP-2855	1	85.054245	-70.443028	15.524	16.290	0.766	2.0802757	0.0000080	6002.06001	0.206	0.118	5.038	0.024	4.367
OGLE-LMC-CEP-2856	F	85.064745	-70.331500	15.339	16.156	0.817	3.5507148	0.0000058	6001.92182	0.378	0.400	4.608	0.188	3.005
OGLE-LMC-CEP-2857	1	85.070670	-70.088972	17.272	18.011	0.739	0.5808653	0.0000006	6000.08534	0.321	0.186	3.443	0.111	0.856
OGLE-LMC-CEP-2858	1	85.075035	-70.960722	16.455	17.253	0.798	1.1195608	0.0000040	6000.20215	0.175	0.196	4.086	0.054	1.901
OGLE-LMC-CEP-2859	F	85.076205	-68.706472	15.534	16.297	0.763	2.8941777	0.0000043	6000.20586	0.398	0.426	4.524	0.211	2.748
OGLE-LMC-CEP-2860	1	85.085835	-69.396528	15.645	16.257	0.612	1.5841177	0.0000025	6001.23005	0.288	0.198	4.096	0.037	2.674
OGLE-LMC-CEP-2861	1	85.094910	-70.830083	15.842	16.587	0.745	1.6125942	0.0000100	6000.26814	0.199	0.163	4.640	0.051	2.555
OGLE-LMC-CEP-2862	F	85.098420	-70.428861	15.524	16.323	0.799	3.0464015	0.0000035	6002.33083	0.474	0.430	4.532	0.228	2.818
OGLE-LMC-CEP-2863	1	85.100580	-71.186306	15.868	16.748	0.880	1.9355368	0.0000155	6000.30309	0.162	0.105	5.171	0.000	-99.99
OGLE-LMC-CEP-2864	F	85.103040	-69.872083	14.825	15.787	0.962	6.2700807	0.0000377	6003.99410	0.198	0.246	5.037	0.028	4.181
OGLE-LMC-CEP-2865	F	85.110000	-70.362889	15.595	16.327	0.732	2.6824354	0.0000024	6002.00177	0.482	0.436	4.457	0.226	2.662
OGLE-LMC-CEP-2866	F	85.111125	-70.332722	14.587	15.443	0.856	6.6132812	0.0000223	6000.10932	0.321	0.267	5.307	0.069	3.729
OGLE-LMC-CEP-2867	1	85.119585	-70.177333	15.370	16.129	0.759	2.1573497	0.0000035	6001.32017	0.268	0.161	4.644	0.023	3.265
OGLE-LMC-CEP-2868	1	85.120755	-71.390444	15.494	16.151	0.657	2.2344682	0.0000236	6000.52316	0.286	0.165	3.651	0.038	0.080
OGLE-LMC-CEP-2869	1	85.129755	-70.398556	15.059	15.774	0.715	2.5951837	0.0000058	6000.65051	0.277	0.114	4.735	0.018	4.526
OGLE-LMC-CEP-2870	F	85.132455	-70.350167	15.197	15.983	0.786	3.9530948	0.0000059	6003.30894	0.455	0.449	4.712	0.228	3.194
OGLE-LMC-CEP-2871	F	85.132455	-68.791806	14.530	15.415	0.885	6.3498966	0.0000375	6004.95819	0.513	0.433	5.018	0.156	3.242
OGLE-LMC-CEP-2872	1	85.133370	-70.474750	15.513	16.265	0.752	2.0383367	0.0000065	6001.10816	0.206	0.109	4.676	0.020	4.039
OGLE-LMC-CEP-2873	F	85.134705	-70.300583	15.330	16.063	0.733	3.2466649	0.0000039	6000.22350	0.621	0.473	4.446	0.287	2.616
OGLE-LMC-CEP-2874	F	85.135455	-70.388556	15.092	15.894	0.802	4.1170395	0.0000071	6001.81413	0.534	0.434	4.610	0.218	2.972
OGLE-LMC-CEP-2875	1	85.136040	-70.026194	15.815	16.657	0.842	1.8482909	0.0000110	6000.58901	0.127	0.091	4.909	0.000	-99.99
OGLE-LMC-CEP-2876	F	85.137630	-70.340944	14.903	15.823	0.920	5.4088542	0.0000111	6005.24188	0.431	0.412	4.989	0.140	3.583
OGLE-LMC-CEP-2877	1	85.137840	-70.539972	15.744	16.621	0.877	1.8881293	0.0000062	6001.18240	0.226	0.151	4.585	0.000	-99.99
OGLE-LMC-CEP-2878	F	85.139160	-70.030750	15.614	16.444	0.830	3.2060916	0.0000086	6000.69745	0.369	0.394	4.593	0.181	2.956
OGLE-LMC-CEP-2879	F	85.142715	-71.141556	15.692	16.624	0.932	2.9566837	0.0000225	6002.31514	0.383	0.403	4.524	0.170	2.679
OGLE-LMC-CEP-2880	F	85.143465	-69.598472	16.056	17.196	1.140	3.4936255	0.0000076	6001.34057	0.504	0.431	4.574	0.234	2.955
OGLE-LMC-CEP-2881	F	85.146630	-69.099306	15.969	17.038	1.069	2.8975322	0.0000056	6001.12676	0.354	0.394	4.508	0.174	2.760
OGLE-LMC-CEP-2882	F1	85.148250	-69.745722	16.569	17.395	0.826	1.4986891	0.0000114	6001.23287	0.103	0.104	4.368	0.000	-99.99
OGLE-LMC-CEP-2883	1	85.158000	-69.926639	15.420	16.194	0.774	2.1763367	0.0000050	6000.83395	0.187	0.109	4.666	0.000	-99.99
OGLE-LMC-CEP-2884	F	85.165005	-70.767528	14.057	15.051	0.994	9.7334836	0.0000682	6000.95203	0.428	0.182	6.027	0.145	5.318
OGLE-LMC-CEP-2885	F	85.165620	-70.641278	15.359	16.401	1.042	4.1884818	0.0000163	6000.21596	0.277	0.330	4.670	0.105	3.207
